identifier_original	identifier_novel	name_original	name_novel	custom	metanetx	gene	enzyme
R19D776C3	null	ATP-binding Cassette (ABC) TCDB:3.A.1.204.5	ATP-binding Cassette (ABC) TCDB:3.A.1.204.5	FALSE			
R19DFD707	null	adenosine facilated transport in cytosol	adenosine facilated transport in cytosol	FALSE			
R19E04D1A	null	hyaluronan exchange	hyaluronan exchange	FALSE			
R19F3AAD8	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R19FFC185	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R1A08D02D	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R1A15199E	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R1A2C06EF	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R1A70B09C	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R1A7DD619	null	Dopamine reversible transport in via sodium symport (1:2)	Dopamine reversible transport in via sodium symport (1:2)	FALSE			
R1A7DDBBD	null	gd1c hs transport	gd1c hs transport	FALSE			
R1A961BCB	null	linoleic acid (all cis C18:2) exchange	linoleic acid (all cis C18:2) exchange	FALSE			
R1A9F80B6	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R1AAD7095	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R1AB12CA6	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R1ABBCB8	null	Protein degradation	Protein degradation	FALSE			
R1AC59AD5	null	methanol exchange	methanol exchange	FALSE			
R1ACEB8B	null	fatty acid retinol exchange	fatty acid retinol exchange	FALSE			
R1AD07B67	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R1AE1DF28	null	transport of taurine into the intestinal cells by beta transport system	transport of taurine into the intestinal cells by beta transport system	FALSE			
R1AE6B433	null	exchange reaction for tetradecenoyl carnitine	exchange reaction for tetradecenoyl carnitine	FALSE			
R1B10CE3D	null	L-serine/L-threonine Na-dependent exchange (Ser-L in)	L-serine/L-threonine Na-dependent exchange (Ser-L in)	FALSE			
R1B26576E	null	Acetylcholine secretion via secretory vesicle (ATP driven)	Acetylcholine secretion via secretory vesicle (ATP driven)	FALSE			
R1B491561	null	myo-Inositol exchange	myo-Inositol exchange	FALSE			
R1B4959FC	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R1B68F2C3	null	CMP exchange	CMP exchange	FALSE			
R1B75B0A3	null	haxglutamyl folate (DHF) exchange	haxglutamyl folate (DHF) exchange	FALSE			
R1B9D1514	null	L-histidine transport via diffusion and Transport of L-Histidine by y+ transporter (HISCAT1)	L-histidine transport via diffusion and Transport of L-Histidine by y+ transporter (HISCAT1)	FALSE			
R1BD7932C	null	C81COASINK	C81COASINK	FALSE			
R1C4DEAE8	null	DM_hdca_x	DM_hdca_x	FALSE			
R1C50CDD9	null	Protein degradation	Protein degradation	FALSE			
R1C6518C	null	K+-Cl- cotransporter (NH4+)	K+-Cl- cotransporter (NH4+)	FALSE			
R1C7E3208	null	inositol transport via sodium symport	inositol transport via sodium symport	FALSE			
R1C8F418A	null	Acetylcholinesterase	Acetylcholinesterase	FALSE			
R1C9DA754	null	superoxide dismutase, extracellular	superoxide dismutase, extracellular	FALSE			
R1CC0A41B	null	GT1a (homo sapiens) exchange	GT1a (homo sapiens) exchange	FALSE			
R1CEE4E5D	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R1D77849E	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R1D998169	null	Propionate exchange	Propionate exchange	FALSE			
R1DA80DB5	null	Na+/K+ exchanging ATPase	Na+/K+ exchanging ATPase	FALSE			
R1DB7D314	null	Thiocyanate exchange	Thiocyanate exchange	FALSE			
R1DDFB251	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R1DFA3065	null	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1	FALSE			
R1E15ADB4	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R1E17B2F8	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R1E2CE34F	null	transport of glutaryl carnitine into the extra cellular fluid	transport of glutaryl carnitine into the extra cellular fluid	FALSE			
R1E2D539B	null	Creatine transport (sodium symport) (2:1)	Creatine transport (sodium symport) (2:1)	FALSE			
R1E5A8193	null	nC22:6 exchange	nC22:6 exchange	FALSE			
R1E755CC8	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R1EA4E6AE	null	(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 exchange	(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 exchange	FALSE			
R1EAD1955	null	prostaglandin-a2 exchange	prostaglandin-a2 exchange	FALSE			
R1EB3D7ED	null	Demand for 4-Aminobutanoate(n)	Demand for 4-Aminobutanoate(n)	FALSE			
R1EBA26C1	null	exchange reaction for heme	exchange reaction for heme	FALSE			
R1ED68AD7	null	Organic anion transporter 5 Utilized transport	Organic anion transporter 5 Utilized transport	FALSE			
R1EEDFDD9	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R1EF4F29C	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R1EF9F205	null	DM dgtp(m)	DM dgtp(m)	FALSE			
R1F1598D9	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R1F3DA244	null	L-serine/L-glutamine Na-dependent exchange (Gln-L in)	L-serine/L-glutamine Na-dependent exchange (Gln-L in)	FALSE			
R1F6360DF	null	Butyrate transport via proton symport, reversible	Butyrate transport via proton symport, reversible	FALSE			
R1F663563	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R1F687212	null	exchange reaction for dodecanedioyl carnitine	exchange reaction for dodecanedioyl carnitine	FALSE			
R1FADAF62	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R1FCED366	null	IV3-a-NeuAc,III3-a-Fuc-nLc4Cer exchange	IV3-a-NeuAc,III3-a-Fuc-nLc4Cer exchange	FALSE			
R2020016A	null	Trehalose exchange	Trehalose exchange	FALSE			
R202AF7C0	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R20362890	null	3',5'-Cyclic GMP exchange	3',5'-Cyclic GMP exchange	FALSE			
R204079B4	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R204FD80C	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R2053CB6C	null	L-aspartate transport via Na, H symport and K antiport	L-aspartate transport via Na, H symport and K antiport	FALSE			
R206A415C	null	Glycine secretion via secretory vesicle (ATP driven)	Glycine secretion via secretory vesicle (ATP driven)	FALSE			
R20728920	null	cAMP transport (ATP-dependent)	cAMP transport (ATP-dependent)	FALSE			
R2092DDF4	null	tetrahydrofolate transport via anion exchange	tetrahydrofolate transport via anion exchange	FALSE			
R209DC17D	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R20B53A3	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R20D2A1D2	null	Uroporphyrinogen I carboxy-lyase Porphyrin and chlorophyll metabolism EC:4.1.1.37	Uroporphyrinogen I carboxy-lyase Porphyrin and chlorophyll metabolism EC:4.1.1.37	FALSE			
R20E9471F	null	N1-Methylnicotinamide transport	N1-Methylnicotinamide transport	FALSE			
R20F0824C	null	blood group intracellular transport	blood group intracellular transport	FALSE			
R21053305	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R212C8FEA	null	exchange reaction for glycylsarcosine	exchange reaction for glycylsarcosine	FALSE			
R21326CB3	null	2-Hydroxybutyrate exchange	2-Hydroxybutyrate exchange	FALSE			
R213D909D	null	xenobiotic transport	xenobiotic transport	FALSE			
R216120F2	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R2184DE4E	null	NADP nucleosidase,extracellular	NADP nucleosidase,extracellular	FALSE			
R21916EC1	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	FALSE			
R21EE973D	null	glucuronidated compound transport	glucuronidated compound transport	FALSE			
R224AE4F0	null	Apo-CIB Protein assembly	Apo-CIB Protein assembly	FALSE			
R225D1FEB	null	Aldosterone exchange	Aldosterone exchange	FALSE			
R2263DAB0	null	fatty acid transport via diffusion	fatty acid transport via diffusion	FALSE			
R22882D7B	null	alpha,alpha-trehalase	alpha,alpha-trehalase	FALSE			
R22B1D99	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R22B591B6	null	Hexadecanoate (n-C16:0) exchange	Hexadecanoate (n-C16:0) exchange	FALSE			
R22F7BBA2	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R2316E1C4	null	CDP diphosphohydrolase Pyrimidine metabolism EC:3.6.1.5	CDP diphosphohydrolase Pyrimidine metabolism EC:3.6.1.5	FALSE			
R23455C62	null	Organic anion transporter 5 Utilized transport	Organic anion transporter 5 Utilized transport	FALSE			
R234AE954	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R2352E49B	null	exchange reaction for D-Fructose	exchange reaction for D-Fructose	FALSE			
R2356C561	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R2360D9FA	null	Deoxyribose exchange	Deoxyribose exchange	FALSE			
R237AF8CD	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R23AF1EB5	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R23B1AA71	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R23C918A1	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R23E534C0	null	Type IIIAb exchange	Type IIIAb exchange	FALSE			
R23E5E827	null	cholesterol ester (from FULLR2) exchange	cholesterol ester (from FULLR2) exchange	FALSE			
R23FFF11A	null			FALSE			
R241AB01B	null	exchange reaction for L-cysteine	exchange reaction for L-cysteine	FALSE			
R244A4724	null	III3Fuc-nLc6Cer exchange	III3Fuc-nLc6Cer exchange	FALSE			
R24502078	null	coumarin exchange	coumarin exchange	FALSE			
R2459A049	null	efflux of alpha-Tocopherol into the lyphatics in chylomicrons	efflux of alpha-Tocopherol into the lyphatics in chylomicrons	FALSE			
R247CAC7E	null	Pyruvate exchange	Pyruvate exchange	FALSE			
R24B04B12	null	transport of L-Valine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	transport of L-Valine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R24D50B92	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R24FF87D7	null	Vesicular transport	Vesicular transport	FALSE			
R250FD288	null	exchange reaction for L-phenylalanine	exchange reaction for L-phenylalanine	FALSE			
R25288B6D	null	exchange reaction for arachidate	exchange reaction for arachidate	FALSE			
R252ED8EF	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R257C19A4	null	DM core7(g)	DM core7(g)	FALSE			
R25827093	null	Biotin exchange	Biotin exchange	FALSE			
R2591E7CE	null	Na+-Cl- cotransport	Na+-Cl- cotransport	FALSE			
R25BEC5DE	null	Exchange of gamma-Glutamyl-3-aminopropiononitrile	Exchange of gamma-Glutamyl-3-aminopropiononitrile	FALSE			
R25BF06A6	null	fatty acid transport via diffusion	fatty acid transport via diffusion	FALSE			
R25C4A19E	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R25EE8D49	null	deoxyuridine transport via diffusion	deoxyuridine transport via diffusion	FALSE			
R2627E0EE	null	transport of Glycylleucine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells	transport of Glycylleucine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells	FALSE			
R26359428	null	1-alkyl 2-acteylglycerol 3-phosphocholine (homo sapiens) exchange	1-alkyl 2-acteylglycerol 3-phosphocholine (homo sapiens) exchange	FALSE			
R26479AC3	null	ATP-binding Cassette (ABC) TCDB:3.A.1.208.8	ATP-binding Cassette (ABC) TCDB:3.A.1.208.8	FALSE			
R265735B	null	Acetylcholine exchange	Acetylcholine exchange	FALSE			
R2667CBBA	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R267B157A	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R267F9B44	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R2684D2C6	null	leukotriene E4 transport	leukotriene E4 transport	FALSE			
R268D4601	null	exchange reaction for Pyridoxine	exchange reaction for Pyridoxine	FALSE			
R2696624A	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R2701C9B5	null	exchange reaction for D-Sorbitol	exchange reaction for D-Sorbitol	FALSE			
R2717E04F	null	Exchange of dTTP(4-)	Exchange of dTTP(4-)	FALSE			
R27243DCB	null	Methylglyoxal transport (cytosol to extracellular)	Methylglyoxal transport (cytosol to extracellular)	FALSE			
R273D3B2C	null	paclitaxel exchange	paclitaxel exchange	FALSE			
R27720C73	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R27748B60	null	fatty acid transport via diffusion	fatty acid transport via diffusion	FALSE			
R278B025	null	PA6 exchange	PA6 exchange	FALSE			
R27C5F01B	null	Major Facilitator(MFS) TCDB:2.A.1.44.1	Major Facilitator(MFS) TCDB:2.A.1.44.1	FALSE			
R27C6CC42	null	Vitamin D2 release	Vitamin D2 release	FALSE			
R2801DC40	null	L-valine transport via diffusion (extracellular to cytosol)	L-valine transport via diffusion (extracellular to cytosol)	FALSE			
R28080AE2	null	metanephrine secretion via secretory vesicle (ATP driven)	metanephrine secretion via secretory vesicle (ATP driven)	FALSE			
R28615DB	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R2870D99D	null	Exchange of 4-ammoniobutanal	Exchange of 4-ammoniobutanal	FALSE			
R2895F94E	null	D-alanine transport via proton symport	D-alanine transport via proton symport	FALSE			
R28C256C2	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R28F40B30	null	L-histidine transport in via sodium symport	L-histidine transport in via sodium symport	FALSE			
R29039D14	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R291AD14B	null	riboflavin transport (ATP dependent)	riboflavin transport (ATP dependent)	FALSE			
R2941281F	null	hydroxyphenylacetate transport via diffusion	hydroxyphenylacetate transport via diffusion	FALSE			
R298FEAC4	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R29BDA9D8	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R29CEC47E	null	alpha-Tocopherol demand	alpha-Tocopherol demand	FALSE			
R29D3CE10	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R29DD92EA	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R29E34096	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R29E95A67	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R2A5328B7	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R2A587B9F	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R2A5C6CA8	null	L-methionine transport in via sodium symport	L-methionine transport in via sodium symport	FALSE			
R2A7BCF0C	null	citrulline sink	citrulline sink	FALSE			
R2A867461	null	Transport of L-Histidine by y+LAT1 or y+LAT2 transporters in small intestine and kidney	Transport of L-Histidine by y+LAT1 or y+LAT2 transporters in small intestine and kidney	FALSE			
R2AB8789D	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R2ADAC73B	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R2AE4F453	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R2AEEDD72	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R2AF00F7D	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R2AF15A77	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R2AF45AE4	null	ATP-binding Cassette (ABC) TCDB:3.A.1.208.7	ATP-binding Cassette (ABC) TCDB:3.A.1.208.7	FALSE			
R2B1238CD	null	fatty acid electroneutral transport	fatty acid electroneutral transport	FALSE			
R2B316206	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R2B4474F	null	APOE Vesicular transport	APOE Vesicular transport	FALSE			
R2B511AEC	null	glycocholate transport via bicarbonate countertransport	glycocholate transport via bicarbonate countertransport	FALSE			
R2B54F56A	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R2B73E04	null	sulfate transport via sodium symport	sulfate transport via sodium symport	FALSE			
R2BB47BFB	null	bilirubin beta-diglucuronide transport via bicarbonate countertransport	bilirubin beta-diglucuronide transport via bicarbonate countertransport	FALSE			
R2BDAD51D	null	Norepinephrine reversible transport in via sodium symport (1:2)	Norepinephrine reversible transport in via sodium symport (1:2)	FALSE			
R2BF7CC3A	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R2BFE06AF	null	sulfoglycolithocholate(2-) exchange	sulfoglycolithocholate(2-) exchange	FALSE			
R2C00D4E6	null	fatty acid electroneutral transport	fatty acid electroneutral transport	FALSE			
R2C14738A	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R2C47CC5B	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R2C80D5C	null	demand reaction for 5(S)-HPETE(1-)	demand reaction for 5(S)-HPETE(1-)	FALSE			
R2C968713	null	xenobiotic transport	xenobiotic transport	FALSE			
R2CBFF3F	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R2CCB01D	null	transport of L-Carnosine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells	transport of L-Carnosine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells	FALSE			
R2CCF1470	null	thiamine exit from the neterocytes	thiamine exit from the neterocytes	FALSE			
R2CDF141F	null	DM_cdpchol_r	DM_cdpchol_r	FALSE			
R2CF7FFFE	null	sink reaction for 5(S)-HPETE(1-)	sink reaction for 5(S)-HPETE(1-)	FALSE			
R2D08EE2B	null	V3Fuc,III3Fuc-nLc6Cer exchange	V3Fuc,III3Fuc-nLc6Cer exchange	FALSE			
R2D178D27	null	DM mem2emgacpail prot hs(r)	DM mem2emgacpail prot hs(r)	FALSE			
R2D226EB8	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R2D3BB01C	null	hyaluronan biosynthesis, precursor 1 exchange	hyaluronan biosynthesis, precursor 1 exchange	FALSE			
R2D554FFE	null	Demand for trans-4-hydroxy-L-proline	Demand for trans-4-hydroxy-L-proline	FALSE			
R2D6B65A9	null	Transport of q10	Transport of q10	FALSE			
R2D7815D5	null	2,6 dimethylheptanoyl carnitine transport	2,6 dimethylheptanoyl carnitine transport	FALSE			
R2DBAA91B	null	L-arginine transport in via sodium symport	L-arginine transport in via sodium symport	FALSE			
R2DC4819E	null	N-Acetyl-D-glucosamine exchange	N-Acetyl-D-glucosamine exchange	FALSE			
R2DC8D2AE	null	Bilirubin beta-diglucuronide exchange	Bilirubin beta-diglucuronide exchange	FALSE			
